0,0,1653460811.23471
13.0, 0.5, 1653460813.395612
13.0, 1.0, 1653460819.383606
13.0, 0.0, 1653460825.3810716
13.0, 1.0, 1653460831.3794744
13.0, 1.0, 1653460837.3777175
13.0, 0.0, 1653460843.3754995
13.0, 0.5, 1653460849.3736732
13.0, 1.5, 1653460855.3714135
13.0, 0.0, 1653460861.3695316
13.0, 1.5, 1653460867.3676043
13.0, 0.5, 1653460873.3656266
13.0, 0.5, 1653460879.3635905
13.0, 1.5, 1653460885.3616278
13.0, 0.5, 1653460891.3592331
13.0, 1.0, 1653460897.3569088
13.0, 0.5, 1653460903.3550491
13.0, 0.0, 1653460909.3535628
13.0, 1.5, 1653460915.3510969
13.0, 0.0, 1653460921.3493423
13.0, 1.5, 1653460927.3472703
13.0, 1.0, 1653460933.3463075
13.0, 1.0, 1653460939.3436356
13.0, 1.0, 1653460945.3416653
13.0, 1.5, 1653460951.3403478
13.0, 0.0, 1653460957.3378124
13.0, 0.0, 1653460963.3358436
13.0, 0.5, 1653460969.3335812
13.0, 0.5, 1653460975.3312907
13.0, 0.0, 1653460981.3295782
13.0, 1.5, 1653460987.32779
13.0, 1.5, 1653460993.325592
13.0, 0.5, 1653460999.3237617
13.0, 1.5, 1653461005.321889
13.0, 0.0, 1653461011.319839
13.0, 1.0, 1653461017.3179572
13.0, 1.0, 1653461023.3153675
13.0, 0.5, 1653461029.3135662
13.0, 1.0, 1653461035.312133
13.0, 0.0, 1653461041.3103333
13.0, 1.5, 1653461047.308153
