0, 6.4833197
9, 10.0744836
9, 19.0572549
11, 28.0538951
11, 37.0512928
9, 46.0478546
9, 55.0450705
11, 64.0416712
9, 73.0385851
9, 82.0360222
9, 91.0324483
11, 100.0464736
9, 109.0596861
11, 118.0567928
11, 127.0537181
9, 136.0512562
11, 145.0479899
11, 154.0448007
9, 163.0419679
9, 172.0387138
9, 181.0357756
9, 190.0487933
9, 199.0462104
9, 208.0431607
9, 217.0567788
11, 226.0536762
9, 235.0504516
11, 244.0642649
11, 253.0612992
11, 262.0581563
11, 271.0551196
11, 280.0520602
11, 289.0490398
11, 298.0459844
9, 307.0425264
11, 316.0398767
9, 325.0364408
11, 334.0506043
9, 343.0803853
11, 352.0777629
11, 361.0741581
