0,0,1653635558.4125245
11.75, 0.5, 1653635560.8352902
12.75, 1.5, 1653635565.7260916
13.25, 0, 1653635570.6300385
14.75, 1.5, 1653635575.5185184
11.75, 0.5, 1653635580.4277942
13.75, 0.5, 1653635585.3289294
10.25, 1, 1653635590.2237067
13.25, 0, 1653635595.1215105
12.75, 1.5, 1653635600.0167441
11.25, 0, 1653635604.9117148
9.25, 0, 1653635609.8063836
9.25, 0, 1653635614.7074149
12.25, 1, 1653635619.6103587
10.75, 1.5, 1653635624.4995193
10.75, 1.5, 1653635629.3996668
14.25, 1, 1653635634.3078077
11.75, 0.5, 1653635639.198575
10.25, 1, 1653635644.1015434
13.25, 0, 1653635649.0052083
9.75, 0.5, 1653635653.8935366
10.75, 1.5, 1653635658.8017898
10.25, 1, 1653635663.6868885
11.25, 0, 1653635668.5891712
11.25, 0, 1653635673.4840262
13.75, 0.5, 1653635678.3863487
9.75, 0.5, 1653635683.2908998
10.25, 1, 1653635688.1857746
12.75, 1.5, 1653635693.0886114
13.25, 0, 1653635697.9875119
10.75, 1.5, 1653635702.8731995
12.25, 1, 1653635707.7810543
14.25, 1, 1653635712.6758668
10.75, 1.5, 1653635717.5719838
11.75, 0.5, 1653635722.4683154
9.75, 0.5, 1653635727.3756263
14.25, 1, 1653635732.2745361
9.75, 0.5, 1653635737.168603
10.25, 1, 1653635742.0746472
11.75, 0.5, 1653635746.9644735
12.25, 1, 1653635751.8684356
11.25, 0, 1653635756.7543178
13.25, 0, 1653635761.6699545
9.25, 0, 1653635766.565013
10.75, 1.5, 1653635771.4545717
11.25, 0, 1653635776.3637567
9.75, 0.5, 1653635781.2518556
14.75, 1.5, 1653635786.1545846
11.25, 0, 1653635791.0603054
10.75, 1.5, 1653635795.9729407
10.25, 1, 1653635800.8608913
12.75, 1.5, 1653635805.7616084
12.25, 1, 1653635810.6564572
13.25, 0, 1653635815.5631883
11.75, 0.5, 1653635820.4645824
14.25, 1, 1653635825.3505797
12.25, 1, 1653635830.2508085
13.75, 0.5, 1653635835.1599472
13.75, 0.5, 1653635840.050661
10.25, 1, 1653635844.953658
11.25, 0, 1653635849.8457317
13.25, 0, 1653635854.7474437
11.25, 0, 1653635859.6441958
14.75, 1.5, 1653635864.542666
12.75, 1.5, 1653635869.4453943
12.75, 1.5, 1653635874.3406792
14.75, 1.5, 1653635879.2344432
11.25, 0, 1653635884.1387453
10.25, 1, 1653635889.0297859
9.75, 0.5, 1653635893.9413254
14.25, 1, 1653635898.8354766
12.75, 1.5, 1653635903.7286084
9.25, 0, 1653635908.62917
11.25, 0, 1653635913.5305188
13.75, 0.5, 1653635918.4347348
12.75, 1.5, 1653635923.3297453
13.75, 0.5, 1653635928.2275708
9.75, 0.5, 1653635933.1128693
9.75, 0.5, 1653635938.0153627
9.25, 0, 1653635942.9128735
14.75, 1.5, 1653635947.8206947
13.25, 0, 1653635952.7235086
9.75, 0.5, 1653635957.6118345
10.25, 1, 1653635962.5095048
12.75, 1.5, 1653635967.4013975
10.75, 1.5, 1653635972.303186
11.25, 0, 1653635977.212713
12.25, 1, 1653635982.1052582
12.25, 1, 1653635987.0036669
9.75, 0.5, 1653635991.9076147
9.25, 0, 1653635996.7984784
10.25, 1, 1653636001.6971467
14.75, 1.5, 1653636006.593205
12.25, 1, 1653636011.4894283
9.75, 0.5, 1653636016.396264
13.75, 0.5, 1653636021.2809472
14.75, 1.5, 1653636026.1841094
13.75, 0.5, 1653636031.0949965
10.75, 1.5, 1653636035.9931033
11.25, 0, 1653636040.8876073
