0, 6.7431875
15, 9.8664408
10, 15.6010162
15, 21.3498893
15, 27.0971997
10, 32.8454189
10, 38.5936264
15, 44.3419285
10, 50.0899386
15, 55.8373628
15, 61.5851677
12, 67.3341215
12, 73.0813498
10, 78.8296659
12, 84.5775927
12, 90.3261338
12, 96.0733869
10, 101.8214254
10, 107.5697338
12, 113.3178554
15, 119.0675118
12, 124.8136279
12, 130.562226
15, 136.3101295
15, 142.0579147
10, 147.8058118
15, 153.5534152
10, 159.3023419
15, 165.0510167
12, 170.79782
15, 176.545667
10, 182.2953875
12, 188.0429283
10, 193.7905444
15, 199.538047
12, 205.2867543
12, 211.0347789
12, 216.7827015
12, 222.5301931
12, 228.2788883
10, 234.026859
12, 239.7740018
10, 245.5230874
10, 251.2701184
15, 257.0186867
15, 262.7674735
10, 268.5149942
10, 274.2632339
10, 280.0119537
12, 285.7587915
10, 291.5075076
12, 297.2555271
15, 303.0035481
12, 308.750555
12, 314.5005948
10, 320.2646615
15, 326.0123268
15, 331.7593539
15, 337.5085501
15, 343.2565041
10, 349.0044194
