0,0,1652070675.7670448
12.6, 0.25, 1652070682.0309634
12.6, 0.75, 1652070688.0199804
12.6, 1.75, 1652070694.0180948
12.6, 1.75, 1652070700.016068
12.6, 1.25, 1652070706.014076
12.6, 1.25, 1652070712.0130348
12.6, 0.75, 1652070718.010395
12.6, 0.25, 1652070724.0083375
12.6, 0.25, 1652070730.0065613
12.6, 1.25, 1652070736.0036628
12.6, 1.75, 1652070742.0016756
12.6, 0.25, 1652070747.9998376
12.6, 1.75, 1652070753.9983237
12.6, 1.25, 1652070759.9963102
12.6, 1.75, 1652070765.9944441
12.6, 0.75, 1652070771.9919798
12.6, 0.25, 1652070777.9900608
12.6, 0.25, 1652070783.9883432
12.6, 0.25, 1652070789.985568
12.6, 0.75, 1652070795.984224
12.6, 0.75, 1652070801.9822333
12.6, 0.75, 1652070807.9793184
12.6, 1.75, 1652070813.977956
12.6, 1.75, 1652070819.9754229
12.6, 0.25, 1652070825.9734397
12.6, 1.25, 1652070831.9717276
12.6, 1.75, 1652070837.9699
12.6, 1.75, 1652070843.9675972
12.6, 1.75, 1652070849.9653127
12.6, 1.25, 1652070855.9633074
12.6, 1.25, 1652070861.9612536
12.6, 0.25, 1652070867.9591908
12.6, 0.75, 1652070873.956982
12.6, 1.25, 1652070879.9556942
12.6, 1.25, 1652070885.9538774
12.6, 0.75, 1652070891.9511902
12.6, 1.25, 1652070897.9491572
12.6, 0.75, 1652070903.947318
12.6, 0.25, 1652070909.9450967
12.6, 0.75, 1652070915.9432065
