0,0,1653455426.311708
11.0, 1.0, 1653455429.2137594
11.0, 0.5, 1653455435.2034776
11.0, 0.0, 1653455441.200924
11.0, 0.5, 1653455447.1989422
11.0, 1.0, 1653455453.1970186
11.0, 0.0, 1653455459.195727
11.0, 0.0, 1653455465.1936412
11.0, 1.5, 1653455471.1916282
11.0, 0.5, 1653455477.190337
11.0, 1.0, 1653455483.188852
11.0, 1.0, 1653455489.1872213
11.0, 1.5, 1653455495.1845942
11.0, 0.5, 1653455501.183586
11.0, 0.0, 1653455507.1810367
11.0, 0.0, 1653455513.1796794
11.0, 0.0, 1653455519.177667
11.0, 1.0, 1653455525.175938
11.0, 1.5, 1653455531.1743443
11.0, 1.5, 1653455537.1723611
11.0, 1.0, 1653455543.1708176
11.0, 1.0, 1653455549.1692085
11.0, 1.5, 1653455555.1671922
11.0, 0.0, 1653455561.164867
11.0, 0.5, 1653455567.1638577
11.0, 1.5, 1653455573.161228
11.0, 1.5, 1653455579.1766732
11.0, 0.0, 1653455585.1750214
11.0, 1.5, 1653455591.1725583
11.0, 0.5, 1653455597.1705594
11.0, 0.5, 1653455603.185432
11.0, 1.0, 1653455609.18379
11.0, 0.0, 1653455615.182034
11.0, 0.5, 1653455621.18009
11.0, 0.5, 1653455627.179245
11.0, 1.0, 1653455633.1774285
11.0, 1.5, 1653455639.1746845
11.0, 0.5, 1653455645.1727858
11.0, 0.0, 1653455651.1712153
11.0, 1.0, 1653455657.1700869
11.0, 1.5, 1653455663.1680274
