0, 6.7869967
10, 10.0250378
15, 15.7596609
10, 21.5077269
12, 27.2554498
15, 33.0031029
10, 38.7509267
12, 44.4997729
15, 50.2477064
15, 55.9957494
15, 61.7438046
10, 67.4926592
12, 73.2402425
10, 78.9879611
12, 84.7355316
15, 90.4840865
12, 96.2328422
12, 101.9801999
12, 107.7270528
15, 113.4766542
12, 119.2249513
15, 124.972351
12, 130.7201598
15, 136.4687333
15, 142.2172038
15, 147.9640149
15, 153.7114847
15, 159.4608128
12, 165.2088266
12, 170.9569467
15, 176.705528
15, 182.4535308
12, 188.2015098
15, 193.9489579
10, 199.697323
12, 205.4457569
10, 211.1928338
10, 216.9412507
15, 222.6886026
10, 228.4378998
10, 234.1859048
10, 239.949883
10, 245.6971679
12, 251.4468069
12, 257.1941774
15, 262.9412435
12, 268.6895537
12, 274.4390425
10, 280.1866097
10, 285.933808
12, 291.6828026
10, 297.43143
10, 303.1779504
10, 308.9255995
10, 314.6741437
15, 320.4233772
15, 326.1707418
10, 331.9195331
12, 337.6667155
12, 343.415294
10, 349.1628088
