time, light_amp
8.58373613569000e+04, 0
8.58373615052000e+04, 0
8.58373635715000e+04, 0
8.58373636961000e+04, 1
8.58373637806000e+04, 0
8.58373638487000e+04, 0
8.58373639121000e+04, 0
8.58373639750000e+04, 0
8.58373640373000e+04, 0
8.58373676901000e+04, 0
8.58373678342000e+04, 0
8.58373679093000e+04, 0
8.58373679767000e+04, 0
8.58373680403000e+04, 0
8.58373681022000e+04, 0
8.58373717601000e+04, 0
8.58373718823000e+04, 0
8.58373719588000e+04, 0
8.58373720246000e+04, 0
8.58373720877000e+04, 0
8.58373721502000e+04, 0
8.58373722124000e+04, 0
8.58373758797000e+04, 0
8.58373760380000e+04, 0
8.58373761141000e+04, 0
8.58373761841000e+04, 0
8.58373762477000e+04, 0
8.58373763102000e+04, 0
8.58373804798000e+04, 0
8.58373806304000e+04, 0
8.58373807056000e+04, 0
8.58373807709000e+04, 0
8.58373808330000e+04, 0
8.58373808938000e+04, 0
8.58373809546000e+04, 0
8.58373841216000e+04, 0
8.58373842719000e+04, 0
8.58373843478000e+04, 0
8.58373844231000e+04, 0
8.58373844863000e+04, 0
8.58373845494000e+04, 0
8.58373886515000e+04, 0
8.58373888225000e+04, 0
8.58373888980000e+04, 0
8.58373889652000e+04, 0
8.58373890238000e+04, 0
8.58373890808000e+04, 0
8.58373923206000e+04, 0
8.58373924696000e+04, 0
8.58373925525000e+04, 0
8.58373926202000e+04, 0
8.58373926845000e+04, 0
8.58373927475000e+04, 0
8.58373928106000e+04, 0
8.58373969101000e+04, 0
8.58373971195000e+04, 0
8.58373971932000e+04, 0
8.58373972537000e+04, 0
8.58373973114000e+04, 0
8.58373973685000e+04, 0
8.58374009702000e+04, 0
8.58374011210000e+04, 0
8.58374011953000e+04, 0
8.58374012611000e+04, 0
8.58374013258000e+04, 0
8.58374013952000e+04, 0
8.58374014572000e+04, 0
8.58374050609000e+04, 0
8.58374052109000e+04, 0
8.58374052848000e+04, 0
8.58374053517000e+04, 1
8.58374054152000e+04, 0
8.58374054775000e+04, 0
8.58374086574000e+04, 0
8.58374088064000e+04, 0
8.58374088815000e+04, 0
8.58374089483000e+04, 0
8.58374090202000e+04, 0
8.58374090918000e+04, 0
8.58374091515000e+04, 0
8.58374127102000e+04, 0
8.58374128785000e+04, 0
8.58374129674000e+04, 0
8.58374130411000e+04, 0
8.58374131112000e+04, 0
8.58374131763000e+04, 0
8.58374168726000e+04, 0
8.58374170218000e+04, 0
8.58374170977000e+04, 0
8.58374171643000e+04, 0
8.58374172291000e+04, 0
8.58374172919000e+04, 0
8.58374209551000e+04, 0
8.58374210920000e+04, 0
8.58374211657000e+04, 0
8.58374212331000e+04, 0
8.58374212976000e+04, 0
8.58374213599000e+04, 0
8.58374214217000e+04, 0
8.58374250267000e+04, 0
8.58374251845000e+04, 0
8.58374252600000e+04, 0
8.58374253510000e+04, 0
8.58374254120000e+04, 0
8.58374254704000e+04, 0
8.58374294179000e+04, 0
8.58374295683000e+04, 0
8.58374296441000e+04, 0
8.58374297111000e+04, 0
8.58374297874000e+04, 0
8.58374298491000e+04, 0
8.58374299092000e+04, 0
8.58374336877000e+04, 0
8.58374338382000e+04, 0
8.58374339137000e+04, 0
8.58374339796000e+04, 0
8.58374340425000e+04, 0
8.58374341043000e+04, 0
8.58374377856000e+04, 0
8.58374379351000e+04, 0
8.58374380090000e+04, 0
8.58374380740000e+04, 0
8.58374381384000e+04, 0
8.58374382002000e+04, 0
8.58374382611000e+04, 0
8.58374415034000e+04, 0
8.58374416840000e+04, 0
8.58374417551000e+04, 0
8.58374420556000e+04, 0
8.58374421342000e+04, 0
8.58374421935000e+04, 0
8.58374458395000e+04, 0
8.58374459888000e+04, 0
8.58374460622000e+04, 0
8.58374461283000e+04, 0
8.58374461904000e+04, 0
8.58374462511000e+04, 0
8.58374500686000e+04, 0
8.58374502170000e+04, 0
8.58374502907000e+04, 0
8.58374503572000e+04, 0
8.58374504161000e+04, 0
8.58374504747000e+04, 0
8.58374505313000e+04, 0
8.58374541805000e+04, 0
8.58374543296000e+04, 0
8.58374544042000e+04, 0
8.58374544704000e+04, 0
8.58374545329000e+04, 0
8.58374546040000e+04, 0
8.58374578066000e+04, 1
8.58374579779000e+04, 0
8.58374580536000e+04, 0
8.58374581154000e+04, 0
8.58374581748000e+04, 0
8.58374582354000e+04, 0
8.58374583130000e+04, 0
8.58374623003000e+04, 0
8.58374624498000e+04, 0
8.58374625231000e+04, 0
8.58374625882000e+04, 0
8.58374626476000e+04, 0
8.58374627062000e+04, 0
8.58374664641000e+04, 0
8.58374666167000e+04, 0
8.58374666917000e+04, 0
8.58374667578000e+04, 0
8.58374668162000e+04, 0
