7.899384162958000161e+03,-1.694474843750000000e+05,-1.821780468750000000e+05,-1.836925312500000000e+05,-1.845098125000000000e+05,-1.875000156250000000e+05,-1.832863437500000000e+05,-1.818771250000000000e+05,1.875000000000000000e+05,3.020000000000000000e+02,1.000000000000000000e+01,6.640000000000000000e+02
7.899388162958000066e+03,-1.768266406250000000e+05,-1.832399531250000000e+05,-1.830364531250000000e+05,-1.845074843750000000e+05,-1.875000156250000000e+05,-1.865803750000000000e+05,-1.842051093750000000e+05,1.875000000000000000e+05,3.110000000000000000e+02,1.000000000000000000e+01,6.660000000000000000e+02
7.899392162957999972e+03,-1.768880468750000000e+05,-1.831243593750000000e+05,-1.829282187500000000e+05,-1.830480312500000000e+05,-1.875000156250000000e+05,-1.857251562500000000e+05,-1.837848906250000000e+05,1.875000000000000000e+05,3.170000000000000000e+02,1.000000000000000000e+01,6.640000000000000000e+02
7.899396162957999877e+03,-1.706311875000000000e+05,-1.824872031250000000e+05,-1.835267343750000000e+05,-1.822285156250000000e+05,-1.875000156250000000e+05,-1.825119218750000000e+05,-1.814128437500000000e+05,1.875000000000000000e+05,3.240000000000000000e+02,1.000000000000000000e+01,6.620000000000000000e+02
7.899400162957999783e+03,-1.689309062500000000e+05,-1.822646562500000000e+05,-1.837707500000000000e+05,-1.841666250000000000e+05,-1.875000156250000000e+05,-1.827688437500000000e+05,-1.815367187500000000e+05,1.875000000000000000e+05,3.290000000000000000e+02,1.000000000000000000e+01,6.630000000000000000e+02
7.899397621166000135e+03,-1.758676406250000000e+05,-1.832510468750000000e+05,-1.831528750000000000e+05,-1.847233125000000000e+05,-1.875000156250000000e+05,-1.862033125000000000e+05,-1.839299843750000000e+05,1.875000000000000000e+05,3.320000000000000000e+02,1.000000000000000000e+01,6.650000000000000000e+02
7.899401621166000041e+03,-1.778572968750000000e+05,-1.834832500000000000e+05,-1.829108906250000000e+05,-1.833048906250000000e+05,-1.875000156250000000e+05,-1.862099531250000000e+05,-1.841041875000000000e+05,1.875000000000000000e+05,3.340000000000000000e+02,1.000000000000000000e+01,6.640000000000000000e+02
7.899405621165999946e+03,-1.718249218750000000e+05,-1.828820156250000000e+05,-1.834235312500000000e+05,-1.822037500000000000e+05,-1.875000156250000000e+05,-1.829526875000000000e+05,-1.817521406250000000e+05,1.875000000000000000e+05,3.370000000000000000e+02,1.000000000000000000e+01,6.640000000000000000e+02
7.899409621165999852e+03,-1.687929375000000000e+05,-1.823641875000000000e+05,-1.838249062500000000e+05,-1.837930156250000000e+05,-1.875000156250000000e+05,-1.823882031250000000e+05,-1.812749687500000000e+05,1.875000000000000000e+05,3.400000000000000000e+02,1.000000000000000000e+01,6.640000000000000000e+02
7.899413621165999757e+03,-1.747860781250000000e+05,-1.829921406250000000e+05,-1.832839843750000000e+05,-1.849003281250000000e+05,-1.875000156250000000e+05,-1.857225625000000000e+05,-1.835805937500000000e+05,1.875000000000000000e+05,3.410000000000000000e+02,1.000000000000000000e+01,6.650000000000000000e+02
