time, light_amp
160040, 2.00
162540, 2.00
165040, 2.00
167544, 2.00
170044, 2.00
172544, 3.00
175044, 2.00
177544, 1.00
180044, 2.00
182544, 2.00
185044, 2.00
187544, 2.00
190044, 3.00
192544, 2.00
195044, 2.00
197544, 3.00
200044, 2.00
202548, 2.00
205048, 3.00
207548, 2.00
210048, 1.00
212548, 2.00
215048, 2.00
217548, 2.00
220048, 2.00
222548, 2.00
225048, 2.00
227548, 2.00
230048, 2.00
232548, 2.00
235048, 2.00
237548, 3.00
240048, 2.00
242548, 2.00
245048, 3.00
247548, 3.00
250048, 1.00
252548, 2.00
255048, 2.00
257548, 2.00
260048, 2.00
262552, 2.00
265052, 2.00
267552, 2.00
270052, 3.00
272552, 2.00
275052, 1.00
277552, 3.00
280052, 2.00
282552, 1.00
285052, 2.00
287552, 2.00
290052, 2.00
292552, 2.00
295052, 2.00
297552, 2.00
300056, 2.00
302556, 3.00
305056, 3.00
307556, 1.00
310056, 2.00
312556, 3.00
315056, 2.00
317556, 2.00
320056, 3.00
322556, 2.00
325056, 3.00
327556, 2.00
330056, 2.00
332556, 2.00
335056, 2.00
337556, 2.00
340056, 2.00
342556, 3.00
345056, 2.00
347556, 1.00
350056, 2.00
352556, 2.00
355056, 2.00
357556, 2.00
360056, 2.00
362556, 3.00
365056, 2.00
367556, 2.00
370056, 2.00
372556, 2.00
375056, 2.00
377556, 3.00
380060, 2.00
382560, 3.00
385060, 3.00
387560, 3.00
390060, 2.00
392560, 2.00
395060, 3.00
397560, 2.00
400060, 2.00
402560, 2.00
405060, 2.00
407560, 2.00
410060, 3.00
412560, 2.00
415060, 3.00
417560, 3.00
420060, 2.00
422560, 2.00
425060, 2.00
427560, 2.00
430060, 2.00
432560, 2.00
435060, 3.00
437560, 2.00
440060, 2.00
442560, 2.00
445060, 2.00
447560, 2.00
450060, 3.00
452560, 2.00
455060, 1.00
457560, 3.00
460060, 2.00
462560, 1.00
465060, 3.00
467560, 3.00
470060, 2.00
472560, 2.00
475060, 2.00
477560, 3.00
480060, 2.00
482560, 2.00
485060, 2.00
487560, 2.00
490060, 3.00
492560, 2.00
495060, 2.00
497560, 2.00
500060, 2.00
502560, 2.00
505060, 2.00
507560, 2.00
510060, 2.00
512560, 2.00
515060, 2.00
517560, 2.00
520060, 2.00
522560, 2.00
525060, 3.00
527560, 2.00
530060, 1.00
532560, 3.00
535060, 2.00
537560, 1.00
540060, 2.00
542560, 2.00
545060, 3.00
547560, 2.00
550060, 3.00
552560, 2.00
555060, 2.00
557560, 2.00
560060, 2.00
562560, 2.00
565060, 3.00
567560, 2.00
570060, 1.00
572560, 3.00
575060, 2.00
577560, 1.00
580060, 2.00
582560, 2.00
585060, 2.00
587560, 1.00
590064, 2.00
592564, 2.00
595064, 2.00
597564, 3.00
600072, 3.00
602572, 2.00
605072, 2.00
607576, 2.00
610076, 2.00
612576, 3.00
615076, 3.00
617576, 2.00
620076, 3.00
622576, 3.00
625076, 3.00
627576, 1.00
630076, 2.00
632576, 2.00
635076, 2.00
637576, 2.00
640076, 2.00
642576, 2.00
645080, 2.00
647580, 3.00
650080, 2.00
652580, 2.00
655080, 3.00
657580, 2.00
660080, 2.00
662580, 2.00
665080, 2.00
667580, 2.00
670080, 2.00
672580, 2.00
675080, 2.00
677580, 2.00
680080, 2.00
682580, 2.00
685080, 2.00
687580, 3.00
690080, 2.00
692580, 1.00
695080, 2.00
697580, 2.00
700080, 2.00
702580, 3.00
