time, ch1, ch2, ch3, ch4, ch5, ch6, ch7
2.574983215332031250e+02, 2.721000061035156250e+02, -9.785151672363281250e+01, 2.423622322082519531e+01, -6.511191558837890625e+01, 9.895602416992187500e+01, 1.985600738525390625e+02, 1.086241607666015625e+02, 0.000000000000000000e+00
2.575016784667968750e+02, 2.603999938964843750e+02, -9.306367492675781250e+01, 1.944882202148437500e+01, -5.731048965454101562e+01, 1.052723693847656250e+02, 1.988595733642578125e+02, 9.964695739746093750e+01, 0.000000000000000000e+00
2.575050048828125000e+02, 2.717999877929687500e+02, -8.797659301757812500e+01, 2.782677650451660156e+01, -5.491005325317382812e+01, 1.088817062377929688e+02, 2.075446929931640625e+02, 1.011431579589843750e+02, 0.000000000000000000e+00
2.575083312988281250e+02, 2.693999938964843750e+02, -9.276443481445312500e+01, 2.513386344909667969e+01, -5.731048965454101562e+01, 1.076785964965820312e+02, 1.973621368408203125e+02, 9.844999694824218750e+01, 0.000000000000000000e+00
2.575116577148437500e+02, 2.715000000000000000e+02, -9.306367492675781250e+01, 2.274015998840332031e+01, -5.581021499633789062e+01, 1.031669235229492188e+02, 1.955652008056640625e+02, 8.917355346679687500e+01, 0.000000000000000000e+00
2.575150146484375000e+02, 2.790000000000000000e+02, -8.648039245605468750e+01, 2.244094848632812500e+01, -5.280966567993164062e+01, 1.061747055053710938e+02, 2.054482879638671875e+02, 9.874923706054687500e+01, 0.000000000000000000e+00
2.575183410644531250e+02, 2.787000122070312500e+02, -9.216595458984375000e+01, 2.184252357482910156e+01, -5.731048965454101562e+01, 1.037684783935546875e+02, 2.045498199462890625e+02, 1.092226409912109375e+02, 0.000000000000000000e+00
2.575216674804687500e+02, 2.738999938964843750e+02, -9.037051391601562500e+01, 2.573228645324707031e+01, -5.280966567993164062e+01, 1.007606964111328125e+02, 1.979611053466796875e+02, 1.074272003173828125e+02, 0.000000000000000000e+00
2.575249938964843750e+02, 2.751000061035156250e+02, -1.005446777343750000e+02, 2.633071327209472656e+01, -6.001098632812500000e+01, 9.324124145507812500e+01, 1.931693115234375000e+02, 1.113173217773437500e+02, 0.000000000000000000e+00
2.575283203125000000e+02, 2.682000122070312500e+02, -1.011431579589843750e+02, 2.333858680725097656e+01, -5.881076431274414062e+01, 9.263968658447265625e+01, 1.943672637939453125e+02, 1.116165618896484375e+02, 0.000000000000000000e+00
2.575316772460937500e+02, 2.541000061035156250e+02, -9.755227661132812500e+01, 1.914961051940917969e+01, -5.430994033813476562e+01, 9.775291442871093750e+01, 2.003570098876953125e+02, 1.026393585205078125e+02, 0.000000000000000000e+00
2.575350036621093750e+02, 2.661000061035156250e+02, -9.216595458984375000e+01, 2.034646034240722656e+01, -5.430994033813476562e+01, 1.016630325317382812e+02, 2.024534149169921875e+02, 1.017416381835937500e+02, 0.000000000000000000e+00
2.575383300781250000e+02, 2.670000000000000000e+02, -9.156747436523437500e+01, 2.214173698425292969e+01, -5.370983505249023438e+01, 9.955758666992187500e+01, 1.982606048583984375e+02, 1.035370788574218750e+02, 0.000000000000000000e+00
2.575416564941406250e+02, 2.747999877929687500e+02, -8.767735290527343750e+01, 2.782677650451660156e+01, -5.100933837890625000e+01, 9.594824218750000000e+01, 1.970626373291015625e+02, 1.074272003173828125e+02, 0.000000000000000000e+00
2.575450134277343750e+02, 2.682000122070312500e+02, -9.874923706054687500e+01, 2.633071327209472656e+01, -5.040922927856445312e+01, 1.028661422729492188e+02, 2.024534149169921875e+02, 1.086241607666015625e+02, 0.000000000000000000e+00
2.575483398437500000e+02, 2.648999938964843750e+02, -1.202945251464843750e+02, 2.064567375183105469e+01, -5.400988769531250000e+01, 9.654980468750000000e+01, 1.949662322998046875e+02, 1.029385986328125000e+02, 0.000000000000000000e+00
2.575516662597656250e+02, 2.751000061035156250e+02, -9.366215515136718750e+01, 2.094488525390625000e+01, -5.641032791137695312e+01, 1.004599151611328125e+02, 1.931693115234375000e+02, 9.874923706054687500e+01, 0.000000000000000000e+00
2.575549926757812500e+02, 2.657999877929687500e+02, -1.017416381835937500e+02, 1.436220645904541016e+01, -6.511191558837890625e+01, 9.173735046386718750e+01, 1.886770019531250000e+02, 8.827583312988281250e+01, 0.000000000000000000e+00
2.575583190917968750e+02, 2.541000061035156250e+02, -1.131127624511718750e+02, 1.286614322662353516e+01, -5.881076431274414062e+01, 9.745213317871093750e+01, 1.850831451416015625e+02, 9.246519470214843750e+01, 0.000000000000000000e+00
2.575616760253906250e+02, 2.468999938964843750e+02, -1.277755355834960938e+02, 1.406299495697021484e+01, -5.821065902709960938e+01, 9.865525054931640625e+01, 1.871795654296875000e+02, 8.049559020996093750e+01, 0.000000000000000000e+00
2.575650024414062500e+02, 2.670000000000000000e+02, -1.125142822265625000e+02, 2.244094848632812500e+01, -5.430994033813476562e+01, 1.070770416259765625e+02, 1.949662322998046875e+02, 9.366215515136718750e+01, 0.000000000000000000e+00
2.575683288574218750e+02, 2.616000061035156250e+02, -1.023401184082031250e+02, 2.034646034240722656e+01, -5.130939102172851562e+01, 1.070770416259765625e+02, 1.946667480468750000e+02, 9.156747436523437500e+01, 0.000000000000000000e+00
2.575716552734375000e+02, 2.781000061035156250e+02, -8.827583312988281250e+01, 2.812598991394042969e+01, -5.160944747924804688e+01, 1.046708145141601562e+02, 2.042503509521484375e+02, 1.077264404296875000e+02, 0.000000000000000000e+00
2.575750122070312500e+02, 2.811000061035156250e+02, -8.977203369140625000e+01, 2.603149986267089844e+01, -4.740867996215820312e+01, 1.043700332641601562e+02, 2.048493194580078125e+02, 1.068287200927734375e+02, 0.000000000000000000e+00
2.575783386230468750e+02, 2.787000122070312500e+02, -8.797659301757812500e+01, 2.363780021667480469e+01, -5.070928573608398438e+01, 1.094832611083984375e+02, 2.105395660400390625e+02, 1.116165618896484375e+02, 0.000000000000000000e+00
2.575816650390625000e+02, 2.747999877929687500e+02, -9.216595458984375000e+01, 1.944882202148437500e+01, -4.890895462036132812e+01, 9.985836029052734375e+01, 2.021539306640625000e+02, 1.125142822265625000e+02, 0.000000000000000000e+00
2.575849914550781250e+02, 2.796000061035156250e+02, -9.485911560058593750e+01, 1.914961051940917969e+01, -5.130939102172851562e+01, 9.985836029052734375e+01, 1.961641845703125000e+02, 1.167036437988281250e+02, 0.000000000000000000e+00
2.575883483886718750e+02, 2.832000122070312500e+02, -9.007127380371093750e+01, 2.543307495117187500e+01, -5.280966567993164062e+01, 9.955758666992187500e+01, 2.045498199462890625e+02, 1.116165618896484375e+02, 0.000000000000000000e+00
2.575916748046875000e+02, 2.646000061035156250e+02, -9.426063537597656250e+01, 2.393701171875000000e+01, -5.761054611206054688e+01, 9.985836029052734375e+01, 1.967631683349609375e+02, 9.755227661132812500e+01, 0.000000000000000000e+00
2.575950012207031250e+02, 2.663999938964843750e+02, -9.785151672363281250e+01, 2.752756309509277344e+01, -5.340977859497070312e+01, 1.037684783935546875e+02, 2.036513671875000000e+02, 1.026393585205078125e+02, 0.000000000000000000e+00
2.575983276367187500e+02, 2.640000000000000000e+02, -1.011431579589843750e+02, 2.453543663024902344e+01, -5.340977859497070312e+01, 1.055731506347656250e+02, 1.991590576171875000e+02, 9.785151672363281250e+01, 0.000000000000000000e+00
2.576016540527343750e+02, 2.612999877929687500e+02, -9.964695739746093750e+01, 2.453543663024902344e+01, -4.950906372070312500e+01, 1.004599151611328125e+02, 1.925703277587890625e+02, 9.246519470214843750e+01, 0.000000000000000000e+00
2.576050109863281250e+02, 2.637000122070312500e+02, -9.306367492675781250e+01, 2.902362632751464844e+01, -4.590840530395507812e+01, 1.070770416259765625e+02, 1.940677642822265625e+02, 1.071279602050781250e+02, 0.000000000000000000e+00
2.576083374023437500e+02, 2.672999877929687500e+02, -1.020408782958984375e+02, 2.752756309509277344e+01, -4.770873641967773438e+01, 1.022645874023437500e+02, 1.931693115234375000e+02, 1.074272003173828125e+02, 0.000000000000000000e+00
2.576116638183593750e+02, 2.721000061035156250e+02, -1.095218811035156250e+02, 3.111811637878417969e+01, -4.740867996215820312e+01, 1.046708145141601562e+02, 1.949662322998046875e+02, 1.014423980712890625e+02, 0.000000000000000000e+00
2.576149902343750000e+02, 2.676000061035156250e+02, -1.170028839111328125e+02, 2.244094848632812500e+01, -5.761054611206054688e+01, 9.775291442871093750e+01, 1.931693115234375000e+02, 9.934771728515625000e+01, 0.000000000000000000e+00
2.576183471679687500e+02, 2.550000000000000000e+02, -1.181998443603515625e+02, 1.825197029113769531e+01, -6.211137008666992188e+01, 9.444435119628906250e+01, 1.880780181884765625e+02, 9.396139526367187500e+01, 0.000000000000000000e+00
2.576216735839843750e+02, 2.556000061035156250e+02, -1.125142822265625000e+02, 2.692913818359375000e+01, -5.491005325317382812e+01, 1.049715881347656250e+02, 1.916718750000000000e+02, 9.605607604980468750e+01, 0.000000000000000000e+00
2.576250000000000000e+02, 2.642999877929687500e+02, -1.038363189697265625e+02, 2.483465003967285156e+01, -5.671038436889648438e+01, 1.046708145141601562e+02, 1.940677642822265625e+02, 1.056317596435546875e+02, 0.000000000000000000e+00
2.576283264160156250e+02, 2.603999938964843750e+02, -1.071279602050781250e+02, 2.094488525390625000e+01, -5.791060256958007812e+01, 1.049715881347656250e+02, 1.958647003173828125e+02, 9.485911560058593750e+01, 0.000000000000000000e+00
2.576316528320312500e+02, 2.655000000000000000e+02, -1.080256805419921875e+02, 1.974803352355957031e+01, -5.881076431274414062e+01, 1.091824874877929688e+02, 1.946667480468750000e+02, 9.007127380371093750e+01, 0.000000000000000000e+00
2.576350097656250000e+02, 2.678999938964843750e+02, -9.455987548828125000e+01, 2.393701171875000000e+01, -5.521010971069335938e+01, 1.091824874877929688e+02, 1.973621368408203125e+02, 1.038363189697265625e+02, 0.000000000000000000e+00
2.576383361816406250e+02, 2.607000122070312500e+02, -9.815075683593750000e+01, 2.244094848632812500e+01, -5.821065902709960938e+01, 1.088817062377929688e+02, 1.898749542236328125e+02, 1.056317596435546875e+02, 0.000000000000000000e+00
2.576416625976562500e+02, 2.543999938964843750e+02, -1.128135223388671875e+02, 1.525984477996826172e+01, -6.121120834350585938e+01, 1.061747055053710938e+02, 1.901744384765625000e+02, 9.545759582519531250e+01, 0.000000000000000000e+00
2.576449890136718750e+02, 2.657999877929687500e+02, -1.071279602050781250e+02, 1.555905818939208984e+01, -6.481186676025390625e+01, 9.504591369628906250e+01, 1.904739227294921875e+02, 9.725303649902343750e+01, 0.000000000000000000e+00
2.576477661132812500e+02, 2.586000061035156250e+02, -9.695379638671875000e+01, 1.017323017120361328e+01, -6.481186676025390625e+01, 9.685057830810546875e+01, 1.892759857177734375e+02, 8.977203369140625000e+01, 0.000000000000000000e+00
2.576516723632812500e+02, 2.672999877929687500e+02, -9.396139526367187500e+01, 2.214173698425292969e+01, -5.881076431274414062e+01, 1.079793701171875000e+02, 2.009559783935546875e+02, 1.020408782958984375e+02, 0.000000000000000000e+00
2.576549987792968750e+02, 2.730000000000000000e+02, -9.515835571289062500e+01, 2.154331016540527344e+01, -5.491005325317382812e+01, 1.118894882202148438e+02, 2.084431610107421875e+02, 1.026393585205078125e+02, 0.000000000000000000e+00
2.576583251953125000e+02, 2.813999938964843750e+02, -9.575683593750000000e+01, 2.244094848632812500e+01, -5.310972213745117188e+01, 1.179050521850585938e+02, 2.075446929931640625e+02, 1.131127624511718750e+02, 0.000000000000000000e+00
2.576616516113281250e+02, 2.777999877929687500e+02, -1.014423980712890625e+02, 2.543307495117187500e+01, -5.340977859497070312e+01, 1.148972702026367188e+02, 2.048493194580078125e+02, 1.092226409912109375e+02, 0.000000000000000000e+00
2.576650085449218750e+02, 2.811000061035156250e+02, -1.077264404296875000e+02, 2.573228645324707031e+01, -5.160944747924804688e+01, 1.121902694702148438e+02, 2.033518829345703125e+02, 1.104196014404296875e+02, 0.000000000000000000e+00
2.576683349609375000e+02, 2.783999938964843750e+02, -9.455987548828125000e+01, 2.184252357482910156e+01, -5.460999679565429688e+01, 1.067762603759765625e+02, 2.000575103759765625e+02, 1.074272003173828125e+02, 0.000000000000000000e+00
2.576716613769531250e+02, 2.792999877929687500e+02, -8.378723144531250000e+01, 2.603149986267089844e+01, -5.220956039428710938e+01, 1.028661422729492188e+02, 1.973621368408203125e+02, 1.119158020019531250e+02, 0.000000000000000000e+00
2.576749877929687500e+02, 2.882999877929687500e+02, -8.947279357910156250e+01, 2.483465003967285156e+01, -4.980911636352539062e+01, 1.007606964111328125e+02, 1.952657318115234375e+02, 1.140104827880859375e+02, 0.000000000000000000e+00
2.576783447265625000e+02, 2.832000122070312500e+02, -9.785151672363281250e+01, 2.363780021667480469e+01, -5.220956039428710938e+01, 9.865525054931640625e+01, 1.925703277587890625e+02, 1.119158020019531250e+02, 0.000000000000000000e+00
2.576816711425781250e+02, 2.852999877929687500e+02, -8.857507324218750000e+01, 2.902362632751464844e+01, -4.380801773071289062e+01, 1.082801513671875000e+02, 2.051488037109375000e+02, 1.193968048095703125e+02, 0.000000000000000000e+00
2.576849975585937500e+02, 2.873999938964843750e+02, -8.348799133300781250e+01, 3.351181411743164062e+01, -4.650851440429687500e+01, 1.100848236083984375e+02, 2.132349700927734375e+02, 1.119158020019531250e+02, 0.000000000000000000e+00
2.576883239746093750e+02, 2.817000122070312500e+02, -8.737811279296875000e+01, 3.022047615051269531e+01, -4.440813064575195312e+01, 1.091824874877929688e+02, 2.045498199462890625e+02, 1.059309997558593750e+02, 0.000000000000000000e+00
2.576916809082031250e+02, 2.775000000000000000e+02, -8.677963256835937500e+01, 4.009449386596679688e+01, -4.110752487182617188e+01, 1.115887145996093750e+02, 2.066462402343750000e+02, 1.161051635742187500e+02, 0.000000000000000000e+00
2.576950073242187500e+02, 2.835000000000000000e+02, -9.096899414062500000e+01, 2.932283973693847656e+01, -5.100933837890625000e+01, 1.058739242553710938e+02, 2.021539306640625000e+02, 1.167036437988281250e+02, 0.000000000000000000e+00
2.576983337402343750e+02, 2.852999877929687500e+02, -8.588191223144531250e+01, 3.291339111328125000e+01, -4.740867996215820312e+01, 1.091824874877929688e+02, 2.051488037109375000e+02, 1.089234008789062500e+02, 0.000000000000000000e+00
2.577016601562500000e+02, 2.775000000000000000e+02, -1.050332794189453125e+02, 2.303937339782714844e+01, -4.980911636352539062e+01, 1.040692596435546875e+02, 1.961641845703125000e+02, 1.116165618896484375e+02, 0.000000000000000000e+00
2.577049865722656250e+02, 2.817000122070312500e+02, -9.306367492675781250e+01, 2.393701171875000000e+01, -5.010917282104492188e+01, 1.034676971435546875e+02, 2.036513671875000000e+02, 1.190975646972656250e+02, 0.000000000000000000e+00
2.577083435058593750e+02, 2.693999938964843750e+02, -9.815075683593750000e+01, 1.496063232421875000e+01, -5.731048965454101562e+01, 9.895602416992187500e+01, 1.925703277587890625e+02, 1.026393585205078125e+02, 0.000000000000000000e+00
2.577116699218750000e+02, 2.717999877929687500e+02, -8.917355346679687500e+01, 2.603149986267089844e+01, -4.530829238891601562e+01, 1.151980514526367188e+02, 2.030523834228515625e+02, 1.023401184082031250e+02, 0.000000000000000000e+00
2.577149963378906250e+02, 2.655000000000000000e+02, -9.545759582519531250e+01, 2.004724693298339844e+01, -4.920901107788085938e+01, 1.082801513671875000e+02, 1.961641845703125000e+02, 9.186671447753906250e+01, 0.000000000000000000e+00
2.577183227539062500e+02, 2.667000122070312500e+02, -9.785151672363281250e+01, 2.154331016540527344e+01, -5.190950393676757812e+01, 1.079793701171875000e+02, 1.928698272705078125e+02, 1.041355590820312500e+02, 0.000000000000000000e+00
2.577216796875000000e+02, 2.715000000000000000e+02, -9.336291503906250000e+01, 2.184252357482910156e+01, -5.040922927856445312e+01, 1.061747055053710938e+02, 1.967631683349609375e+02, 1.044347991943359375e+02, 0.000000000000000000e+00
2.577250061035156250e+02, 2.796000061035156250e+02, -8.468495178222656250e+01, 2.214173698425292969e+01, -5.190950393676757812e+01, 1.082801513671875000e+02, 1.916718750000000000e+02, 1.047340393066406250e+02, 0.000000000000000000e+00
2.577283325195312500e+02, 2.742000122070312500e+02, -8.857507324218750000e+01, 2.363780021667480469e+01, -5.671038436889648438e+01, 1.070770416259765625e+02, 1.955652008056640625e+02, 9.336291503906250000e+01, 0.000000000000000000e+00
2.577316589355468750e+02, 2.730000000000000000e+02, -1.047340393066406250e+02, 2.543307495117187500e+01, -5.551016235351562500e+01, 1.100848236083984375e+02, 2.012554779052734375e+02, 9.964695739746093750e+01, 0.000000000000000000e+00
2.577349853515625000e+02, 2.712000122070312500e+02, -1.014423980712890625e+02, 2.094488525390625000e+01, -5.430994033813476562e+01, 1.040692596435546875e+02, 1.952657318115234375e+02, 9.994619750976562500e+01, 0.000000000000000000e+00
2.577383422851562500e+02, 2.742000122070312500e+02, -8.348799133300781250e+01, 2.274015998840332031e+01, -5.370983505249023438e+01, 1.067762603759765625e+02, 1.973621368408203125e+02, 1.164044036865234375e+02, 0.000000000000000000e+00
2.577416687011718750e+02, 2.871000061035156250e+02, -8.348799133300781250e+01, 2.902362632751464844e+01, -5.190950393676757812e+01, 1.112879333496093750e+02, 2.021539306640625000e+02, 1.181998443603515625e+02, 0.000000000000000000e+00
2.577449951171875000e+02, 2.822999877929687500e+02, -9.665455627441406250e+01, 2.333858680725097656e+01, -4.800878906250000000e+01, 1.124910430908203125e+02, 1.991590576171875000e+02, 1.128135223388671875e+02, 0.000000000000000000e+00
2.577483215332031250e+02, 2.616000061035156250e+02, -1.247831268310546875e+02, 2.124409675598144531e+01, -5.220956039428710938e+01, 1.070770416259765625e+02, 1.943672637939453125e+02, 1.083249206542968750e+02, 0.000000000000000000e+00
2.577516784667968750e+02, 2.736000061035156250e+02, -1.065294799804687500e+02, 2.453543663024902344e+01, -5.100933837890625000e+01, 1.064754791259765625e+02, 1.997580413818359375e+02, 1.131127624511718750e+02, 0.000000000000000000e+00
2.577550048828125000e+02, 2.835000000000000000e+02, -8.827583312988281250e+01, 3.231496810913085938e+01, -4.950906372070312500e+01, 1.055731506347656250e+02, 1.979611053466796875e+02, 1.155066833496093750e+02, 0.000000000000000000e+00
2.577583312988281250e+02, 2.852999877929687500e+02, -9.007127380371093750e+01, 3.321260452270507812e+01, -4.440813064575195312e+01, 1.064754791259765625e+02, 2.054482879638671875e+02, 1.125142822265625000e+02, 0.000000000000000000e+00
2.577616577148437500e+02, 2.757000122070312500e+02, -8.019635009765625000e+01, 2.633071327209472656e+01, -4.950906372070312500e+01, 1.076785964965820312e+02, 2.069457244873046875e+02, 1.131127624511718750e+02, 0.000000000000000000e+00
2.577650146484375000e+02, 2.717999877929687500e+02, -9.246519470214843750e+01, 1.795275878906250000e+01, -5.220956039428710938e+01, 1.001591415405273438e+02, 1.901744384765625000e+02, 1.041355590820312500e+02, 0.000000000000000000e+00
2.577683410644531250e+02, 2.856000061035156250e+02, -7.780242919921875000e+01, 2.513386344909667969e+01, -4.890895462036132812e+01, 9.504591369628906250e+01, 1.955652008056640625e+02, 1.143097229003906250e+02, 0.000000000000000000e+00
2.577716674804687500e+02, 2.790000000000000000e+02, -7.091990661621093750e+01, 3.141732788085937500e+01, -4.020736312866210938e+01, 1.064754791259765625e+02, 2.024534149169921875e+02, 1.119158020019531250e+02, 0.000000000000000000e+00
2.577749938964843750e+02, 2.798999938964843750e+02, -7.271534729003906250e+01, 3.051968955993652344e+01, -4.170763778686523438e+01, 1.097840423583984375e+02, 2.030523834228515625e+02, 1.128135223388671875e+02, 0.000000000000000000e+00
2.577783203125000000e+02, 2.847000122070312500e+02, -6.403738403320312500e+01, 3.829922103881835938e+01, -3.450631713867187500e+01, 1.079793701171875000e+02, 2.072452239990234375e+02, 1.158059234619140625e+02, 0.000000000000000000e+00
2.577816772460937500e+02, 2.862000122070312500e+02, -7.451078796386718750e+01, 3.710236740112304688e+01, -4.260779953002929688e+01, 1.073778152465820312e+02, 2.000575103759765625e+02, 1.086241607666015625e+02, 0.000000000000000000e+00
2.577850036621093750e+02, 2.841000061035156250e+02, -7.481002807617187500e+01, 3.500787734985351562e+01, -4.350796508789062500e+01, 1.097840423583984375e+02, 2.015549468994140625e+02, 1.134120025634765625e+02, 0.000000000000000000e+00
2.577883300781250000e+02, 2.805000000000000000e+02, -7.630622863769531250e+01, 3.710236740112304688e+01, -4.860889816284179688e+01, 1.112879333496093750e+02, 2.012554779052734375e+02, 1.161051635742187500e+02, 0.000000000000000000e+00
2.577916564941406250e+02, 2.847000122070312500e+02, -7.720394897460937500e+01, 3.530709457397460938e+01, -4.800878906250000000e+01, 1.073778152465820312e+02, 2.069457244873046875e+02, 1.143097229003906250e+02, 0.000000000000000000e+00
2.577950134277343750e+02, 2.856000061035156250e+02, -7.989710998535156250e+01, 3.201575088500976562e+01, -4.950906372070312500e+01, 1.031669235229492188e+02, 1.994585418701171875e+02, 1.119158020019531250e+02, 0.000000000000000000e+00
2.577983398437500000e+02, 2.817000122070312500e+02, -7.720394897460937500e+01, 2.363780021667480469e+01, -5.040922927856445312e+01, 1.052723693847656250e+02, 2.033518829345703125e+02, 1.223892059326171875e+02, 0.000000000000000000e+00
2.578016662597656250e+02, 2.757000122070312500e+02, -9.485911560058593750e+01, 2.782677650451660156e+01, -5.130939102172851562e+01, 1.079793701171875000e+02, 1.967631683349609375e+02, 1.149082031250000000e+02, 0.000000000000000000e+00
2.578049926757812500e+02, 2.706000061035156250e+02, -9.545759582519531250e+01, 2.184252357482910156e+01, -4.950906372070312500e+01, 1.061747055053710938e+02, 1.967631683349609375e+02, 1.131127624511718750e+02, 0.000000000000000000e+00
2.578083190917968750e+02, 2.747999877929687500e+02, -8.857507324218750000e+01, 2.692913818359375000e+01, -4.890895462036132812e+01, 1.055731506347656250e+02, 1.988595733642578125e+02, 1.116165618896484375e+02, 0.000000000000000000e+00
2.578116760253906250e+02, 2.745000000000000000e+02, -8.199179077148437500e+01, 2.902362632751464844e+01, -4.950906372070312500e+01, 1.007606964111328125e+02, 1.982606048583984375e+02, 1.152074432373046875e+02, 0.000000000000000000e+00
2.578150024414062500e+02, 2.721000061035156250e+02, -7.929862976074218750e+01, 2.812598991394042969e+01, -4.590840530395507812e+01, 1.019638061523437500e+02, 1.940677642822265625e+02, 1.083249206542968750e+02, 0.000000000000000000e+00
2.578183288574218750e+02, 2.775000000000000000e+02, -8.857507324218750000e+01, 2.363780021667480469e+01, -5.310972213745117188e+01, 1.019638061523437500e+02, 1.910728912353515625e+02, 1.023401184082031250e+02, 0.000000000000000000e+00
2.578216552734375000e+02, 2.715000000000000000e+02, -8.947279357910156250e+01, 2.423622322082519531e+01, -5.641032791137695312e+01, 1.007606964111328125e+02, 1.925703277587890625e+02, 9.635531616210937500e+01, 0.000000000000000000e+00
2.578250122070312500e+02, 2.627999877929687500e+02, -8.887431335449218750e+01, 2.363780021667480469e+01, -5.881076431274414062e+01, 9.444435119628906250e+01, 1.865805816650390625e+02, 9.037051391601562500e+01, 0.000000000000000000e+00
2.578283386230468750e+02, 2.646000061035156250e+02, -7.870014953613281250e+01, 2.633071327209472656e+01, -5.310972213745117188e+01, 9.504591369628906250e+01, 1.901744384765625000e+02, 1.023401184082031250e+02, 0.000000000000000000e+00
2.578316650390625000e+02, 2.642999877929687500e+02, -8.199179077148437500e+01, 2.603149986267089844e+01, -5.400988769531250000e+01, 1.037684783935546875e+02, 1.895754547119140625e+02, 1.074272003173828125e+02, 0.000000000000000000e+00
2.578349914550781250e+02, 2.723999938964843750e+02, -7.750318908691406250e+01, 3.201575088500976562e+01, -4.770873641967773438e+01, 1.037684783935546875e+02, 1.925703277587890625e+02, 1.170028839111328125e+02, 0.000000000000000000e+00
2.578383483886718750e+02, 2.667000122070312500e+02, -7.720394897460937500e+01, 3.291339111328125000e+01, -4.890895462036132812e+01, 1.028661422729492188e+02, 1.943672637939453125e+02, 1.095218811035156250e+02, 0.000000000000000000e+00
2.578416748046875000e+02, 2.712000122070312500e+02, -7.540850830078125000e+01, 3.620473098754882812e+01, -4.410807418823242188e+01, 9.564746856689453125e+01, 1.937682952880859375e+02, 1.143097229003906250e+02, 0.000000000000000000e+00
2.578450012207031250e+02, 2.742000122070312500e+02, -7.181762695312500000e+01, 4.129134750366210938e+01, -4.080746841430664062e+01, 9.925680541992187500e+01, 1.931693115234375000e+02, 1.110180816650390625e+02, 0.000000000000000000e+00
2.578483276367187500e+02, 2.787000122070312500e+02, -7.181762695312500000e+01, 4.308662033081054688e+01, -4.380801773071289062e+01, 9.534668731689453125e+01, 1.913723907470703125e+02, 1.059309997558593750e+02, 0.000000000000000000e+00
2.578516540527343750e+02, 2.693999938964843750e+02, -7.630622863769531250e+01, 3.919685745239257812e+01, -4.290785598754882812e+01, 8.903034973144531250e+01, 1.871795654296875000e+02, 1.050332794189453125e+02, 0.000000000000000000e+00
2.578550109863281250e+02, 2.693999938964843750e+02, -7.840090942382812500e+01, 2.962205314636230469e+01, -4.980911636352539062e+01, 8.993267822265625000e+01, 1.862811126708984375e+02, 1.059309997558593750e+02, 0.000000000000000000e+00
2.578583374023437500e+02, 2.712000122070312500e+02, -8.259027099609375000e+01, 3.081890296936035156e+01, -4.980911636352539062e+01, 9.414357757568359375e+01, 1.934687957763671875e+02, 1.029385986328125000e+02, 0.000000000000000000e+00
2.578616638183593750e+02, 2.663999938964843750e+02, -7.780242919921875000e+01, 3.291339111328125000e+01, -4.890895462036132812e+01, 9.745213317871093750e+01, 1.967631683349609375e+02, 1.086241607666015625e+02, 0.000000000000000000e+00
2.578649902343750000e+02, 2.715000000000000000e+02, -9.246519470214843750e+01, 2.752756309509277344e+01, -4.890895462036132812e+01, 9.083501434326171875e+01, 1.904739227294921875e+02, 1.104196014404296875e+02, 0.000000000000000000e+00
2.578683471679687500e+02, 2.708999938964843750e+02, -9.007127380371093750e+01, 3.141732788085937500e+01, -4.890895462036132812e+01, 9.354202270507812500e+01, 1.904739227294921875e+02, 1.071279602050781250e+02, 0.000000000000000000e+00
2.578716735839843750e+02, 2.663999938964843750e+02, -8.797659301757812500e+01, 2.902362632751464844e+01, -5.430994033813476562e+01, 9.354202270507812500e+01, 1.865805816650390625e+02, 1.017416381835937500e+02, 0.000000000000000000e+00
2.578750000000000000e+02, 2.565000000000000000e+02, -8.707887268066406250e+01, 2.603149986267089844e+01, -5.370983505249023438e+01, 9.474513244628906250e+01, 1.877785491943359375e+02, 9.336291503906250000e+01, 0.000000000000000000e+00
2.578783264160156250e+02, 2.618999938964843750e+02, -8.707887268066406250e+01, 2.244094848632812500e+01, -5.340977859497070312e+01, 9.294046020507812500e+01, 1.850831451416015625e+02, 9.485911560058593750e+01, 0.000000000000000000e+00
2.578816528320312500e+02, 2.618999938964843750e+02, -8.588191223144531250e+01, 2.393701171875000000e+01, -5.491005325317382812e+01, 8.993267822265625000e+01, 1.811898193359375000e+02, 9.725303649902343750e+01, 0.000000000000000000e+00
2.578850097656250000e+02, 2.567999877929687500e+02, -9.904847717285156250e+01, 1.914961051940917969e+01, -5.971093368530273438e+01, 8.241322326660156250e+01, 1.760985260009765625e+02, 8.558267211914062500e+01, 0.000000000000000000e+00
2.578883361816406250e+02, 2.573999938964843750e+02, -1.101203613281250000e+02, 1.795275878906250000e+01, -5.761054611206054688e+01, 8.481945037841796875e+01, 1.760985260009765625e+02, 9.545759582519531250e+01, 0.000000000000000000e+00
2.578916625976562500e+02, 2.652000122070312500e+02, -8.857507324218750000e+01, 2.603149986267089844e+01, -4.740867996215820312e+01, 9.925680541992187500e+01, 1.910728912353515625e+02, 1.041355590820312500e+02, 0.000000000000000000e+00
2.578949890136718750e+02, 2.742000122070312500e+02, -7.600698852539062500e+01, 3.201575088500976562e+01, -4.710862350463867188e+01, 1.028661422729492188e+02, 1.967631683349609375e+02, 1.041355590820312500e+02, 0.000000000000000000e+00
