time, ch1, ch2, ch3, ch4, ch5, ch6, ch7
2.456916656494140625e+02, 3.147000122070312500e+02, -8.498419189453125000e+01, 1.555905761718750000e+02, 1.110203266143798828e+01, 1.356509704589843750e+02, 2.380924072265625000e+02, 1.897182312011718750e+02, 0.000000000000000000e+00
2.456950073242187500e+02, 3.128999938964843750e+02, -8.348799133300781250e+01, 1.487086944580078125e+02, 1.170214176177978516e+01, 1.380571899414062500e+02, 2.440821533203125000e+02, 1.909151916503906250e+02, 0.000000000000000000e+00
2.456983337402343750e+02, 3.173999938964843750e+02, -8.109407043457031250e+01, 1.531968841552734375e+02, 9.601758003234863281e+00, 1.401626434326171875e+02, 2.443816375732421875e+02, 1.858281097412109375e+02, 0.000000000000000000e+00
2.457016601562500000e+02, 3.143999938964843750e+02, -8.438571166992187500e+01, 1.487086944580078125e+02, 7.501373291015625000e+00, 1.365532989501953125e+02, 2.443816375732421875e+02, 1.855288696289062500e+02, 0.000000000000000000e+00
2.457050018310546875e+02, 3.156000061035156250e+02, -9.037051391601562500e+01, 1.427244415283203125e+02, -3.000549376010894775e-01, 1.323424072265625000e+02, 2.371939544677734375e+02, 1.870250701904296875e+02, 0.000000000000000000e+00
2.457083282470703125e+02, 3.143999938964843750e+02, -9.455987548828125000e+01, 1.445196990966796875e+02, 5.400989055633544922e+00, 1.422680816650390625e+02, 2.416862640380859375e+02, 1.777486267089843750e+02, 0.000000000000000000e+00
2.457116699218750000e+02, 3.090000000000000000e+02, -9.246519470214843750e+01, 1.472126312255859375e+02, 9.301703453063964844e+00, 1.461782073974609375e+02, 2.389908599853515625e+02, 1.714645843505859375e+02, 0.000000000000000000e+00
2.457149963378906250e+02, 3.060000000000000000e+02, -8.588191223144531250e+01, 1.478110504150390625e+02, 1.560285663604736328e+01, 1.443735351562500000e+02, 2.330011138916015625e+02, 1.768509063720703125e+02, 0.000000000000000000e+00
2.457183380126953125e+02, 3.132000122070312500e+02, -8.947279357910156250e+01, 1.534960784912109375e+02, 1.770324134826660156e+01, 1.440727539062500000e+02, 2.455795898437500000e+02, 1.834341888427734375e+02, 0.000000000000000000e+00
2.457216644287109375e+02, 3.282000122070312500e+02, -9.545759582519531250e+01, 1.534960784912109375e+02, 1.350247192382812500e+01, 1.422680816650390625e+02, 2.467775421142578125e+02, 1.897182312011718750e+02, 0.000000000000000000e+00
2.457250061035156250e+02, 3.287999877929687500e+02, -7.540850830078125000e+01, 1.582834930419921875e+02, 1.770324134826660156e+01, 1.500883178710937500e+02, 2.563611145019531250e+02, 1.936083526611328125e+02, 0.000000000000000000e+00
2.457283325195312500e+02, 3.075000000000000000e+02, -9.515835571289062500e+01, 1.481102600097656250e+02, 9.601758003234863281e+00, 1.419673156738281250e+02, 2.428842010498046875e+02, 1.807410278320312500e+02, 0.000000000000000000e+00
2.457316741943359375e+02, 3.147000122070312500e+02, -7.959786987304687500e+01, 1.573858489990234375e+02, 1.410258197784423828e+01, 1.455766448974609375e+02, 2.488739471435546875e+02, 1.813395080566406250e+02, 0.000000000000000000e+00
2.457350006103515625e+02, 3.177000122070312500e+02, -9.276443481445312500e+01, 1.466141967773437500e+02, 8.701592445373535156e+00, 1.383579711914062500e+02, 2.431837005615234375e+02, 1.648813018798828125e+02, 0.000000000000000000e+00
2.457383270263671875e+02, 3.111000061035156250e+02, -9.904847717285156250e+01, 1.457165679931640625e+02, 8.701592445373535156e+00, 1.377564086914062500e+02, 2.371939544677734375e+02, 1.726615447998046875e+02, 0.000000000000000000e+00
2.457416687011718750e+02, 3.150000000000000000e+02, -8.857507324218750000e+01, 1.502047576904296875e+02, 1.470269107818603516e+01, 1.464789886474609375e+02, 2.503713836669921875e+02, 1.816387481689453125e+02, 0.000000000000000000e+00
2.457449951171875000e+02, 3.152999877929687500e+02, -7.810166931152343750e+01, 1.546929473876953125e+02, 1.380252742767333984e+01, 1.446743164062500000e+02, 2.449806060791015625e+02, 1.873243103027343750e+02, 0.000000000000000000e+00
2.457483367919921875e+02, 3.351000061035156250e+02, -7.151838684082031250e+01, 1.546929473876953125e+02, 1.530280208587646484e+01, 1.452758636474609375e+02, 2.563611145019531250e+02, 1.954037933349609375e+02, 0.000000000000000000e+00
2.457516632080078125e+02, 3.207000122070312500e+02, -7.481002807617187500e+01, 1.540945129394531250e+02, 1.170214176177978516e+01, 1.365532989501953125e+02, 2.524677886962890625e+02, 1.831349487304687500e+02, 0.000000000000000000e+00
2.457550048828125000e+02, 3.171000061035156250e+02, -8.109407043457031250e+01, 1.454173431396484375e+02, 4.500823974609375000e+00, 1.410649719238281250e+02, 2.434831695556640625e+02, 1.777486267089843750e+02, 0.000000000000000000e+00
2.457583312988281250e+02, 3.098999938964843750e+02, -8.737811279296875000e+01, 1.457165679931640625e+02, 8.701592445373535156e+00, 1.383579711914062500e+02, 2.389908599853515625e+02, 1.792448272705078125e+02, 0.000000000000000000e+00
2.457616729736328125e+02, 3.323999938964843750e+02, -6.972294616699218750e+01, 1.606772003173828125e+02, 1.500274658203125000e+01, 1.452758636474609375e+02, 2.545642089843750000e+02, 1.840326690673828125e+02, 0.000000000000000000e+00
2.457649993896484375e+02, 3.345000000000000000e+02, -7.421154785156250000e+01, 1.603779754638671875e+02, 1.290236186981201172e+01, 1.395610809326171875e+02, 2.455795898437500000e+02, 2.007901153564453125e+02, 0.000000000000000000e+00
2.457683258056640625e+02, 3.282000122070312500e+02, -7.570774841308593750e+01, 1.564882049560546875e+02, 8.401537895202636719e+00, 1.338462982177734375e+02, 2.374934234619140625e+02, 1.924113922119140625e+02, 0.000000000000000000e+00
2.457716674804687500e+02, 3.216000061035156250e+02, -7.181762695312500000e+01, 1.585827026367187500e+02, 1.650302124023437500e+01, 1.443735351562500000e+02, 2.449806060791015625e+02, 1.983961944580078125e+02, 0.000000000000000000e+00
2.457749938964843750e+02, 3.203999938964843750e+02, -7.271534729003906250e+01, 1.588819122314453125e+02, 1.380252742767333984e+01, 1.350494079589843750e+02, 2.443816375732421875e+02, 2.004908752441406250e+02, 0.000000000000000000e+00
2.457783355712890625e+02, 3.218999938964843750e+02, -7.451078796386718750e+01, 1.597795562744140625e+02, 1.860340690612792969e+01, 1.359517517089843750e+02, 2.419857330322265625e+02, 1.986954345703125000e+02, 0.000000000000000000e+00
2.457816619873046875e+02, 3.248999938964843750e+02, -7.510926818847656250e+01, 1.600787658691406250e+02, 1.680307579040527344e+01, 1.380571899414062500e+02, 2.422852325439453125e+02, 1.936083526611328125e+02, 0.000000000000000000e+00
2.457850036621093750e+02, 3.293999938964843750e+02, -7.870014953613281250e+01, 1.543937225341796875e+02, 1.350247192382812500e+01, 1.371548614501953125e+02, 2.431837005615234375e+02, 1.864265899658203125e+02, 0.000000000000000000e+00
2.457883300781250000e+02, 3.248999938964843750e+02, -8.498419189453125000e+01, 1.531968841552734375e+02, 1.140208721160888672e+01, 1.341470794677734375e+02, 2.458790740966796875e+02, 1.834341888427734375e+02, 0.000000000000000000e+00
2.457916717529296875e+02, 3.225000000000000000e+02, -7.840090942382812500e+01, 1.537953033447265625e+02, 1.410258197784423828e+01, 1.407641906738281250e+02, 2.467775421142578125e+02, 1.876235504150390625e+02, 0.000000000000000000e+00
2.457949981689453125e+02, 3.407999877929687500e+02, -8.049559020996093750e+01, 1.597795562744140625e+02, 1.680307579040527344e+01, 1.395610809326171875e+02, 2.449806060791015625e+02, 2.022863159179687500e+02, 0.000000000000000000e+00
2.457983398437500000e+02, 3.336000061035156250e+02, -7.840090942382812500e+01, 1.573858489990234375e+02, 1.410258197784423828e+01, 1.407641906738281250e+02, 2.425847167968750000e+02, 2.028847961425781250e+02, 0.000000000000000000e+00
2.458016662597656250e+02, 3.087000122070312500e+02, -7.211686706542968750e+01, 1.511023864746093750e+02, 1.230225276947021484e+01, 1.485844268798828125e+02, 2.476760101318359375e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.458049926757812500e+02, 3.102000122070312500e+02, -7.660546875000000000e+01, 1.496063232421875000e+02, 1.440263652801513672e+01, 1.458774261474609375e+02, 2.392903594970703125e+02, 1.843319091796875000e+02, 0.000000000000000000e+00
2.458083343505859375e+02, 3.057000122070312500e+02, -7.959786987304687500e+01, 1.508031768798828125e+02, 1.560285663604736328e+01, 1.464789886474609375e+02, 2.365949707031250000e+02, 1.753547058105468750e+02, 0.000000000000000000e+00
2.458116607666015625e+02, 3.132000122070312500e+02, -7.630622863769531250e+01, 1.490078887939453125e+02, 2.010368156433105469e+01, 1.440727539062500000e+02, 2.374934234619140625e+02, 1.888205108642578125e+02, 0.000000000000000000e+00
2.458150024414062500e+02, 3.195000000000000000e+02, -6.762826538085937500e+01, 1.531968841552734375e+02, 1.230225276947021484e+01, 1.392602996826171875e+02, 2.413867645263671875e+02, 1.989946746826171875e+02, 0.000000000000000000e+00
2.458183288574218750e+02, 3.321000061035156250e+02, -6.313966369628906250e+01, 1.561890106201171875e+02, 1.290236186981201172e+01, 1.404634246826171875e+02, 2.485744628906250000e+02, 2.007901153564453125e+02, 0.000000000000000000e+00
2.458216705322265625e+02, 3.308999938964843750e+02, -6.044650268554687500e+01, 1.582834930419921875e+02, 1.350247192382812500e+01, 1.455766448974609375e+02, 2.533662567138671875e+02, 1.957030334472656250e+02, 0.000000000000000000e+00
2.458249969482421875e+02, 3.327000122070312500e+02, -7.391230773925781250e+01, 1.588819122314453125e+02, 7.201318264007568359e+00, 1.335455169677734375e+02, 2.488739471435546875e+02, 1.992939147949218750e+02, 0.000000000000000000e+00
2.458283386230468750e+02, 3.180000000000000000e+02, -7.690470886230468750e+01, 1.505039520263671875e+02, 2.700494527816772461e+00, 1.332447357177734375e+02, 2.488739471435546875e+02, 1.867258300781250000e+02, 0.000000000000000000e+00
2.458316650390625000e+02, 3.150000000000000000e+02, -7.211686706542968750e+01, 1.481102600097656250e+02, 6.601208209991455078e+00, 1.341470794677734375e+02, 2.374934234619140625e+02, 1.855288696289062500e+02, 0.000000000000000000e+00
2.458350067138671875e+02, 3.192000122070312500e+02, -6.912446594238281250e+01, 1.418267974853515625e+02, 4.200768947601318359e+00, 1.398618621826171875e+02, 2.380924072265625000e+02, 1.855288696289062500e+02, 0.000000000000000000e+00
2.458383331298828125e+02, 3.122999877929687500e+02, -8.259027099609375000e+01, 1.448189239501953125e+02, 6.901263713836669922e+00, 1.392602996826171875e+02, 2.371939544677734375e+02, 1.747562255859375000e+02, 0.000000000000000000e+00
2.458416595458984375e+02, 3.210000000000000000e+02, -5.775334167480468750e+01, 1.517008209228515625e+02, 9.901812553405761719e+00, 1.362525177001953125e+02, 2.422852325439453125e+02, 1.831349487304687500e+02, 0.000000000000000000e+00
2.458450012207031250e+02, 3.171000061035156250e+02, -6.852598571777343750e+01, 1.514015960693359375e+02, 6.301153659820556641e+00, 1.422680816650390625e+02, 2.341990814208984375e+02, 1.819379882812500000e+02, 0.000000000000000000e+00
2.458483276367187500e+02, 3.192000122070312500e+02, -7.301458740234375000e+01, 1.531968841552734375e+02, 1.170214176177978516e+01, 1.494867706298828125e+02, 2.419857330322265625e+02, 1.843319091796875000e+02, 0.000000000000000000e+00
2.458516693115234375e+02, 3.173999938964843750e+02, -7.151838684082031250e+01, 1.537953033447265625e+02, 1.740318489074707031e+01, 1.452758636474609375e+02, 2.404882965087890625e+02, 1.974984741210937500e+02, 0.000000000000000000e+00
2.458549957275390625e+02, 3.270000000000000000e+02, -5.595790100097656250e+01, 1.534960784912109375e+02, 1.320241641998291016e+01, 1.344478607177734375e+02, 2.368944549560546875e+02, 1.942068328857421875e+02, 0.000000000000000000e+00
2.458583374023437500e+02, 3.291000061035156250e+02, -6.284042358398437500e+01, 1.558897857666015625e+02, 1.440263652801513672e+01, 1.323424072265625000e+02, 2.350975341796875000e+02, 1.930098724365234375e+02, 0.000000000000000000e+00
2.458616638183593750e+02, 3.287999877929687500e+02, -5.476094055175781250e+01, 1.600787658691406250e+02, 2.040373420715332031e+01, 1.434712066650390625e+02, 2.470770263671875000e+02, 1.906159515380859375e+02, 0.000000000000000000e+00
2.458650054931640625e+02, 3.282000122070312500e+02, -5.745410156250000000e+01, 1.636693267822265625e+02, 2.520461463928222656e+01, 1.425688629150390625e+02, 2.467775421142578125e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.458683319091796875e+02, 3.285000000000000000e+02, -5.386322021484375000e+01, 1.597795562744140625e+02, 2.280417442321777344e+01, 1.407641906738281250e+02, 2.527672882080078125e+02, 2.019870758056640625e+02, 0.000000000000000000e+00
2.458716735839843750e+02, 3.375000000000000000e+02, -7.690470886230468750e+01, 1.618740386962890625e+02, 2.400439453125000000e+01, 1.368540802001953125e+02, 2.425847167968750000e+02, 1.900174713134765625e+02, 0.000000000000000000e+00
2.458750000000000000e+02, 3.272999877929687500e+02, -7.211686706542968750e+01, 1.546929473876953125e+02, 2.310423088073730469e+01, 1.392602996826171875e+02, 2.449806060791015625e+02, 1.744569854736328125e+02, 0.000000000000000000e+00
2.458783264160156250e+02, 3.186000061035156250e+02, -6.343890380859375000e+01, 1.531968841552734375e+02, 2.310423088073730469e+01, 1.431704254150390625e+02, 2.452801055908203125e+02, 1.792448272705078125e+02, 0.000000000000000000e+00
2.458816680908203125e+02, 3.203999938964843750e+02, -6.373814392089843750e+01, 1.555905761718750000e+02, 2.520461463928222656e+01, 1.386587524414062500e+02, 2.482749786376953125e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.458849945068359375e+02, 3.240000000000000000e+02, -7.421154785156250000e+01, 1.478110504150390625e+02, 1.890345954895019531e+01, 1.338462982177734375e+02, 2.359959869384765625e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.458883361816406250e+02, 3.201000061035156250e+02, -8.737811279296875000e+01, 1.430236358642578125e+02, 1.200219726562500000e+01, 1.332447357177734375e+02, 2.404882965087890625e+02, 1.822372283935546875e+02, 0.000000000000000000e+00
2.458916625976562500e+02, 3.173999938964843750e+02, -8.318875122070312500e+01, 1.502047576904296875e+02, 1.680307579040527344e+01, 1.561038818359375000e+02, 2.455795898437500000e+02, 1.744569854736328125e+02, 0.000000000000000000e+00
2.458950042724609375e+02, 3.267000122070312500e+02, -7.540850830078125000e+01, 1.522992401123046875e+02, 1.320241641998291016e+01, 1.467797546386718750e+02, 2.455795898437500000e+02, 1.759531860351562500e+02, 0.000000000000000000e+00
2.458983306884765625e+02, 3.143999938964843750e+02, -7.750318908691406250e+01, 1.457165679931640625e+02, 1.470269107818603516e+01, 1.464789886474609375e+02, 2.446811370849609375e+02, 1.732600250244140625e+02, 0.000000000000000000e+00
2.459016723632812500e+02, 3.287999877929687500e+02, -6.673054504394531250e+01, 1.528976593017578125e+02, 2.160395622253417969e+01, 1.440727539062500000e+02, 2.470770263671875000e+02, 1.921121520996093750e+02, 0.000000000000000000e+00
2.459049987792968750e+02, 3.372000122070312500e+02, -5.865106201171875000e+01, 1.576850738525390625e+02, 1.920351600646972656e+01, 1.467797546386718750e+02, 2.500718994140625000e+02, 2.031840362548828125e+02, 0.000000000000000000e+00
2.459083404541015625e+02, 3.315000000000000000e+02, -7.062066650390625000e+01, 1.612756195068359375e+02, 2.670488929748535156e+01, 1.476820983886718750e+02, 2.473765106201171875e+02, 1.986954345703125000e+02, 0.000000000000000000e+00
2.459116668701171875e+02, 3.312000122070312500e+02, -7.062066650390625000e+01, 1.612756195068359375e+02, 2.790510749816894531e+01, 1.488852081298828125e+02, 2.440821533203125000e+02, 1.927106323242187500e+02, 0.000000000000000000e+00
2.459149932861328125e+02, 3.212999877929687500e+02, -7.032142639160156250e+01, 1.552913665771484375e+02, 2.190400886535644531e+01, 1.398618621826171875e+02, 2.356965179443359375e+02, 1.906159515380859375e+02, 0.000000000000000000e+00
2.459183349609375000e+02, 3.222000122070312500e+02, -7.241610717773437500e+01, 1.558897857666015625e+02, 1.620296669006347656e+01, 1.353501892089843750e+02, 2.231180419921875000e+02, 1.837334289550781250e+02, 0.000000000000000000e+00
2.459216613769531250e+02, 3.195000000000000000e+02, -6.972294616699218750e+01, 1.570866394042968750e+02, 2.490455818176269531e+01, 1.497875366210937500e+02, 2.404882965087890625e+02, 1.861273498535156250e+02, 0.000000000000000000e+00
2.459250030517578125e+02, 3.222000122070312500e+02, -6.643130493164062500e+01, 1.564882049560546875e+02, 2.400439453125000000e+01, 1.530960998535156250e+02, 2.401888275146484375e+02, 1.852296295166015625e+02, 0.000000000000000000e+00
2.459283294677734375e+02, 3.128999938964843750e+02, -7.241610717773437500e+01, 1.481102600097656250e+02, 2.100384521484375000e+01, 1.539984436035156250e+02, 2.356965179443359375e+02, 1.720630645751953125e+02, 0.000000000000000000e+00
2.459316711425781250e+02, 3.242999877929687500e+02, -7.241610717773437500e+01, 1.531968841552734375e+02, 2.340428352355957031e+01, 1.558031005859375000e+02, 2.479754791259765625e+02, 1.792448272705078125e+02, 0.000000000000000000e+00
2.459349975585937500e+02, 3.270000000000000000e+02, -7.840090942382812500e+01, 1.478110504150390625e+02, 1.980362510681152344e+01, 1.473813171386718750e+02, 2.341990814208984375e+02, 1.840326690673828125e+02, 0.000000000000000000e+00
2.459383392333984375e+02, 3.270000000000000000e+02, -7.331382751464843750e+01, 1.537953033447265625e+02, 2.070379066467285156e+01, 1.491859893798828125e+02, 2.437826690673828125e+02, 1.945060729980468750e+02, 0.000000000000000000e+00
2.459416656494140625e+02, 3.282000122070312500e+02, -6.403738403320312500e+01, 1.561890106201171875e+02, 1.890345954895019531e+01, 1.503890991210937500e+02, 2.434831695556640625e+02, 1.906159515380859375e+02, 0.000000000000000000e+00
2.459450073242187500e+02, 3.323999938964843750e+02, -6.433662414550781250e+01, 1.537953033447265625e+02, 1.740318489074707031e+01, 1.452758636474609375e+02, 2.341990814208984375e+02, 1.870250701904296875e+02, 0.000000000000000000e+00
2.459483337402343750e+02, 3.216000061035156250e+02, -6.613206481933593750e+01, 1.561890106201171875e+02, 1.800329589843750000e+01, 1.386587524414062500e+02, 2.341990814208984375e+02, 1.882220306396484375e+02, 0.000000000000000000e+00
2.459516601562500000e+02, 3.143999938964843750e+02, -7.361306762695312500e+01, 1.487086944580078125e+02, 2.010368156433105469e+01, 1.449750976562500000e+02, 2.407877960205078125e+02, 1.705668640136718750e+02, 0.000000000000000000e+00
2.459550018310546875e+02, 3.222000122070312500e+02, -8.378723144531250000e+01, 1.579842681884765625e+02, 2.130389976501464844e+01, 1.434712066650390625e+02, 2.371939544677734375e+02, 1.849303894042968750e+02, 0.000000000000000000e+00
2.459583282470703125e+02, 3.057000122070312500e+02, -1.005446777343750000e+02, 1.415275726318359375e+02, 1.950357055664062500e+01, 1.422680816650390625e+02, 2.353970184326171875e+02, 1.768509063720703125e+02, 0.000000000000000000e+00
2.459616699218750000e+02, 3.120000000000000000e+02, -1.062302398681640625e+02, 1.454173431396484375e+02, 1.620296669006347656e+01, 1.368540802001953125e+02, 2.276103515625000000e+02, 1.681729431152343750e+02, 0.000000000000000000e+00
2.459649963378906250e+02, 3.012000122070312500e+02, -9.485911560058593750e+01, 1.385354461669921875e+02, 1.470269107818603516e+01, 1.461782073974609375e+02, 2.288083038330078125e+02, 1.678737030029296875e+02, 0.000000000000000000e+00
2.459683380126953125e+02, 2.957999877929687500e+02, -8.977203369140625000e+01, 1.397323150634765625e+02, 1.110203266143798828e+01, 1.398618621826171875e+02, 2.246154785156250000e+02, 1.654797821044921875e+02, 0.000000000000000000e+00
2.459716644287109375e+02, 3.051000061035156250e+02, -8.797659301757812500e+01, 1.370393829345703125e+02, 1.200219726562500000e+01, 1.446743164062500000e+02, 2.336000976562500000e+02, 1.651805419921875000e+02, 0.000000000000000000e+00
2.459750061035156250e+02, 3.257999877929687500e+02, -8.019635009765625000e+01, 1.385354461669921875e+02, 8.401537895202636719e+00, 1.401626434326171875e+02, 2.377929229736328125e+02, 1.774493865966796875e+02, 0.000000000000000000e+00
2.459783325195312500e+02, 3.323999938964843750e+02, -6.643130493164062500e+01, 1.451181335449218750e+02, 1.200219726562500000e+01, 1.440727539062500000e+02, 2.446811370849609375e+02, 1.912144317626953125e+02, 0.000000000000000000e+00
2.459816741943359375e+02, 3.327000122070312500e+02, -6.523434448242187500e+01, 1.475118255615234375e+02, 1.590291118621826172e+01, 1.431704254150390625e+02, 2.479754791259765625e+02, 1.957030334472656250e+02, 0.000000000000000000e+00
2.459850006103515625e+02, 3.342000122070312500e+02, -6.014726257324218750e+01, 1.517008209228515625e+02, 1.230225276947021484e+01, 1.443735351562500000e+02, 2.494729156494140625e+02, 1.954037933349609375e+02, 0.000000000000000000e+00
2.459883270263671875e+02, 3.327000122070312500e+02, -6.044650268554687500e+01, 1.573858489990234375e+02, 1.740318489074707031e+01, 1.446743164062500000e+02, 2.521683197021484375e+02, 1.945060729980468750e+02, 0.000000000000000000e+00
2.459916687011718750e+02, 3.248999938964843750e+02, -6.373814392089843750e+01, 1.546929473876953125e+02, 1.800329589843750000e+01, 1.428696441650390625e+02, 2.452801055908203125e+02, 1.852296295166015625e+02, 0.000000000000000000e+00
2.459949951171875000e+02, 3.192000122070312500e+02, -7.181762695312500000e+01, 1.505039520263671875e+02, 1.740318489074707031e+01, 1.422680816650390625e+02, 2.473765106201171875e+02, 1.774493865966796875e+02, 0.000000000000000000e+00
2.459983367919921875e+02, 3.158999938964843750e+02, -6.643130493164062500e+01, 1.534960784912109375e+02, 1.680307579040527344e+01, 1.431704254150390625e+02, 2.395898437500000000e+02, 1.744569854736328125e+02, 0.000000000000000000e+00
2.460016632080078125e+02, 3.182999877929687500e+02, -7.301458740234375000e+01, 1.546929473876953125e+02, 1.710313224792480469e+01, 1.392602996826171875e+02, 2.321026611328125000e+02, 1.741577453613281250e+02, 0.000000000000000000e+00
2.460050048828125000e+02, 3.186000061035156250e+02, -8.498419189453125000e+01, 1.472126312255859375e+02, 1.080197811126708984e+01, 1.317408447265625000e+02, 2.303057403564453125e+02, 1.756539459228515625e+02, 0.000000000000000000e+00
2.460083312988281250e+02, 3.137999877929687500e+02, -8.977203369140625000e+01, 1.454173431396484375e+02, 6.301153659820556641e+00, 1.362525177001953125e+02, 2.327016448974609375e+02, 1.702676239013671875e+02, 0.000000000000000000e+00
2.460116729736328125e+02, 3.135000000000000000e+02, -8.229103088378906250e+01, 1.472126312255859375e+02, 1.560285663604736328e+01, 1.494867706298828125e+02, 2.449806060791015625e+02, 1.651805419921875000e+02, 0.000000000000000000e+00
2.460149993896484375e+02, 3.143999938964843750e+02, -8.109407043457031250e+01, 1.534960784912109375e+02, 1.080197811126708984e+01, 1.473813171386718750e+02, 2.446811370849609375e+02, 1.810402679443359375e+02, 0.000000000000000000e+00
2.460183258056640625e+02, 3.192000122070312500e+02, -7.720394897460937500e+01, 1.573858489990234375e+02, 2.010368156433105469e+01, 1.521937713623046875e+02, 2.503713836669921875e+02, 1.882220306396484375e+02, 0.000000000000000000e+00
2.460216674804687500e+02, 3.261000061035156250e+02, -6.912446594238281250e+01, 1.678582916259765625e+02, 2.340428352355957031e+01, 1.533968811035156250e+02, 2.527672882080078125e+02, 1.906159515380859375e+02, 0.000000000000000000e+00
2.460249938964843750e+02, 3.297000122070312500e+02, -8.318875122070312500e+01, 1.558897857666015625e+02, 1.830335044860839844e+01, 1.549007720947265625e+02, 2.533662567138671875e+02, 1.918129119873046875e+02, 0.000000000000000000e+00
2.460283355712890625e+02, 3.201000061035156250e+02, -9.515835571289062500e+01, 1.517008209228515625e+02, 1.110203266143798828e+01, 1.536976623535156250e+02, 2.458790740966796875e+02, 1.849303894042968750e+02, 0.000000000000000000e+00
2.460316619873046875e+02, 3.105000000000000000e+02, -1.002454376220703125e+02, 1.511023864746093750e+02, 7.801428318023681641e+00, 1.527953186035156250e+02, 2.428842010498046875e+02, 1.801425476074218750e+02, 0.000000000000000000e+00
2.460350036621093750e+02, 3.330000000000000000e+02, -7.540850830078125000e+01, 1.618740386962890625e+02, 6.901263713836669922e+00, 1.473813171386718750e+02, 2.455795898437500000e+02, 1.876235504150390625e+02, 0.000000000000000000e+00
2.460383300781250000e+02, 3.270000000000000000e+02, -9.246519470214843750e+01, 1.534960784912109375e+02, 2.400439500808715820e+00, 1.491859893798828125e+02, 2.434831695556640625e+02, 1.723623046875000000e+02, 0.000000000000000000e+00
2.460416717529296875e+02, 3.032999877929687500e+02, -8.857507324218750000e+01, 1.424252166748046875e+02, 3.900714159011840820e+00, 1.533968811035156250e+02, 2.413867645263671875e+02, 1.591957397460937500e+02, 0.000000000000000000e+00
2.460449981689453125e+02, 3.173999938964843750e+02, -7.540850830078125000e+01, 1.522992401123046875e+02, 1.140208721160888672e+01, 1.591116638183593750e+02, 2.533662567138671875e+02, 1.807410278320312500e+02, 0.000000000000000000e+00
2.460483398437500000e+02, 3.162000122070312500e+02, -9.366215515136718750e+01, 1.448189239501953125e+02, 7.801428318023681641e+00, 1.545999908447265625e+02, 2.383918914794921875e+02, 1.804417877197265625e+02, 0.000000000000000000e+00
2.460516662597656250e+02, 3.165000000000000000e+02, -8.857507324218750000e+01, 1.528976593017578125e+02, 9.001647949218750000e+00, 1.606155548095703125e+02, 2.404882965087890625e+02, 1.870250701904296875e+02, 0.000000000000000000e+00
2.460549926757812500e+02, 3.252000122070312500e+02, -8.169255065917968750e+01, 1.558897857666015625e+02, 8.701592445373535156e+00, 1.555023345947265625e+02, 2.431837005615234375e+02, 1.894189910888671875e+02, 0.000000000000000000e+00
2.460583343505859375e+02, 3.360000000000000000e+02, -7.361306762695312500e+01, 1.621732635498046875e+02, 1.050192260742187500e+01, 1.600140075683593750e+02, 2.506708831787109375e+02, 1.888205108642578125e+02, 0.000000000000000000e+00
2.460616607666015625e+02, 3.257999877929687500e+02, -8.199179077148437500e+01, 1.531968841552734375e+02, 4.500823974609375000e+00, 1.588108825683593750e+02, 2.407877960205078125e+02, 1.843319091796875000e+02, 0.000000000000000000e+00
2.460650024414062500e+02, 3.252000122070312500e+02, -8.528343200683593750e+01, 1.505039520263671875e+02, -6.001098752021789551e-01, 1.464789886474609375e+02, 2.347980499267578125e+02, 1.861273498535156250e+02, 0.000000000000000000e+00
2.460683288574218750e+02, 3.291000061035156250e+02, -8.438571166992187500e+01, 1.508031768798828125e+02, 1.200219750404357910e+00, 1.488852081298828125e+02, 2.395898437500000000e+02, 1.903167114257812500e+02, 0.000000000000000000e+00
2.460716705322265625e+02, 3.285000000000000000e+02, -7.750318908691406250e+01, 1.594803314208984375e+02, 1.170214176177978516e+01, 1.642248992919921875e+02, 2.521683197021484375e+02, 1.828357086181640625e+02, 0.000000000000000000e+00
2.460749969482421875e+02, 3.255000000000000000e+02, -8.139331054687500000e+01, 1.561890106201171875e+02, 3.900714159011840820e+00, 1.573069915771484375e+02, 2.515693359375000000e+02, 1.729607849121093750e+02, 0.000000000000000000e+00
2.460783386230468750e+02, 3.201000061035156250e+02, -8.737811279296875000e+01, 1.525984497070312500e+02, 6.601208209991455078e+00, 1.533968811035156250e+02, 2.398893280029296875e+02, 1.747562255859375000e+02, 0.000000000000000000e+00
2.460816650390625000e+02, 3.182999877929687500e+02, -9.455987548828125000e+01, 1.502047576904296875e+02, 4.200768947601318359e+00, 1.512914276123046875e+02, 2.377929229736328125e+02, 1.783471069335937500e+02, 0.000000000000000000e+00
2.460850067138671875e+02, 3.132000122070312500e+02, -9.725303649902343750e+01, 1.490078887939453125e+02, 7.201318264007568359e+00, 1.552015533447265625e+02, 2.365949707031250000e+02, 1.744569854736328125e+02, 0.000000000000000000e+00
2.460883331298828125e+02, 3.120000000000000000e+02, -1.035370788574218750e+02, 1.436220703125000000e+02, 3.300604104995727539e+00, 1.500883178710937500e+02, 2.324021453857421875e+02, 1.780478668212890625e+02, 0.000000000000000000e+00
