0,0,1653633963.9476664
10.25, 1, 1653633966.4754238
10.75, 1.5, 1653633971.3731036
11.75, 0.5, 1653633976.272773
11.25, 0, 1653633981.1684487
12.25, 1, 1653633986.0582893
14.25, 1, 1653633990.9691656
13.75, 0.5, 1653633995.8631248
12.75, 1.5, 1653634000.7565434
12.75, 1.5, 1653634005.656118
13.75, 0.5, 1653634010.5530293
11.75, 0.5, 1653634015.4597547
12.25, 1, 1653634020.3486032
12.75, 1.5, 1653634025.2466025
14.75, 1.5, 1653634030.1544814
9.75, 0.5, 1653634035.0414412
13.75, 0.5, 1653634039.9411712
10.75, 1.5, 1653634044.8486524
9.75, 0.5, 1653634049.7415237
11.25, 0, 1653634054.6349518
9.25, 0, 1653634059.530405
10.75, 1.5, 1653634064.4283938
12.75, 1.5, 1653634069.331295
12.25, 1, 1653634074.232289
14.75, 1.5, 1653634079.139999
14.75, 1.5, 1653634084.0406048
11.75, 0.5, 1653634088.9276843
10.75, 1.5, 1653634093.8232448
10.75, 1.5, 1653634098.748481
10.25, 1, 1653634103.640348
11.75, 0.5, 1653634108.5438142
13.75, 0.5, 1653634113.4405255
11.25, 0, 1653634118.335969
13.75, 0.5, 1653634123.2426949
12.75, 1.5, 1653634128.130567
14.75, 1.5, 1653634133.0254672
9.25, 0, 1653634137.9262435
12.75, 1.5, 1653634142.8330293
12.75, 1.5, 1653634147.7227979
11.25, 0, 1653634152.6286194
10.75, 1.5, 1653634157.5127532
9.25, 0, 1653634162.416699
9.75, 0.5, 1653634167.3212416
13.25, 0, 1653634172.2149503
10.75, 1.5, 1653634177.1117506
13.75, 0.5, 1653634182.0077238
13.25, 0, 1653634186.9197083
9.75, 0.5, 1653634191.819801
10.75, 1.5, 1653634196.7050629
14.25, 1, 1653634201.608594
11.25, 0, 1653634206.50993
12.75, 1.5, 1653634211.4047658
12.25, 1, 1653634216.298844
12.25, 1, 1653634221.2017179
13.75, 0.5, 1653634226.0940146
10.25, 1, 1653634230.993723
13.25, 0, 1653634235.8938994
14.25, 1, 1653634240.7935512
9.25, 0, 1653634245.695828
14.75, 1.5, 1653634250.586399
9.75, 0.5, 1653634255.4869266
13.25, 0, 1653634260.3807518
14.75, 1.5, 1653634265.2869182
11.25, 0, 1653634270.1796324
10.25, 1, 1653634275.084131
11.25, 0, 1653634279.985876
12.25, 1, 1653634284.8845344
13.25, 0, 1653634289.7804985
14.25, 1, 1653634294.6811745
9.25, 0, 1653634299.5745385
13.25, 0, 1653634304.4771178
14.75, 1.5, 1653634309.3806574
9.75, 0.5, 1653634314.264696
12.25, 1, 1653634319.1676488
10.75, 1.5, 1653634324.0630066
14.75, 1.5, 1653634328.9586854
11.75, 0.5, 1653634333.8618093
11.75, 0.5, 1653634338.755281
11.75, 0.5, 1653634343.6774287
9.25, 0, 1653634348.578276
12.25, 1, 1653634353.4922054
14.75, 1.5, 1653634358.3823645
11.25, 0, 1653634363.282998
14.75, 1.5, 1653634368.20624
13.25, 0, 1653634373.0984612
12.25, 1, 1653634377.9954345
10.75, 1.5, 1653634382.8951924
9.75, 0.5, 1653634387.7976093
13.75, 0.5, 1653634392.6881106
14.25, 1, 1653634397.5849826
9.75, 0.5, 1653634402.4922605
11.25, 0, 1653634407.3878014
9.25, 0, 1653634412.2921364
11.75, 0.5, 1653634417.1905522
10.25, 1, 1653634422.0834577
13.75, 0.5, 1653634426.972046
12.75, 1.5, 1653634431.8743424
10.25, 1, 1653634436.777595
